user_message,intent,response
can you rooom types po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls may wifi ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora good day lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora kamusta,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde budget room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede magkano per night po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please ano ibig sabihin,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hey aurora sup aurora tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora how do i reserve pls,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde hi assistant tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please book tonight pls,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you hello again tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede may pool ba lang,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls book room ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora may wifi ba pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora available rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pwede amenities list pls,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
good evening lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please wifi details today,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora how to get there please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
good morning lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hi aurora ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora room preference tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
address please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls room suggestion please pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde amenities list tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora room for family today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora late checkout please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde tell me more today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
please how do i reserve tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora facilities list tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hello aurora magkano deluxe,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
blah blah tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
budget room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde how to get there,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please do you like pizza po,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
magkano deluxe po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora hello again lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
recommend good room lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora recommend room tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde book room please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you room for 4 guests lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please how much is room today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora may cabin ba tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora booking steps po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora near airport po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
aurora recommend good room ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hotel policy,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you what amenities ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
paano mag reserve tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please available rooms tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora ano mga room types po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora explain again lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
please rooom types tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora reserve room now today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede hey,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora hi po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora reserve tomorrow tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hello aurora suggest room please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please room preference,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls recommend good room tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora sup aurora po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
recommend under budget lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
cheap room suggestion please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora is pool free ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede budget room please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede do you like pizza,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde cheap room suggestion tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora room price pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde check out time,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora deluxe price please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pet policy please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
address,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora restaurant available po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
hey aurora cheap room suggestion tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
check in time tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora suggest room lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you rooom types,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde price per night please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you good evening,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you location of hotel tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you random question please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora may cabin ba pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls how to get there,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora suite price please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede booking steps lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can i check in early tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls pet policy po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you hotel location please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
recommend under budget today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde where is aurora lang,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pwede cheap room suggestion lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you book room today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora gym available,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora available rooms po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
where is aurora,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hello aurora room for 4 guests ngayon,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora room suggestion please tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pwede price ng room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please hello po tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you rooom types pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please blah blah please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde parking available po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
good morning lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
something random po,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pls reserve room now tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora balcony request po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
how much is room ngayon,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde suggest best room,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora check in time please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde ano mga room types today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde reserve room now ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls hey tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls recommend under budget po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora what kind of rooms po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde near airport please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
best room for couple po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora address tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you room types lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora ano mga room types lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hi po today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora good afternoon lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora do you have suite ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please magkano per night tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora may rooms ba kayo please,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
please ano ibig sabihin po,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora how to book po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you random question,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde hi ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede hi lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora near airport ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
aurora what kind of rooms ngayon,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde distance city please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hello aurora book room,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you check in time,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora magkano per night today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora check out time tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora suite price today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
restaurant available please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
balcony request tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you cheap room option pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can i check in early pls,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
late checkout ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora magkano per night tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls book room tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde how to get there,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you room preference tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde suggest room today,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora room for family pls,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
please book room ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora distance city po,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please cheap room suggestion po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hello aurora best room for couple tomorrow,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
aurora hotel policy today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hey aurora help booking po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde what rooms do you have,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora booking steps tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
near airport ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora hello po today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls where is aurora pls,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora near airport tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please kids allowed ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hey aurora room suggestion please po,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
reserve tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde good afternoon pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please check out time tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls tell me room options,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora good day,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora show me rooms tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you random question ngayon,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pls hi aurora please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hotel policy please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pls good afternoon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora magkano room tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls is pool free please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
can you booking steps,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you magkano per night lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora wifi details tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede check out time ngayon,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you available rooms lang,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hey aurora hi po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please hello there,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde hello again tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you hotel location lang,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
location of hotel please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pde check in time please,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora may rooms ba kayo tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora how do i reserve tonight,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede check out time tomorrow,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede magkano room lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls hello there,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls cheap room suggestion,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
booking steps lang,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde can i book now tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pde cheap room option tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora show me rooms,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde restaurant available please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
aurora where is aurora tomorrow,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you room price tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you i dont understand lang,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora extra bed request lang,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pwede hotel location today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
can you do you have pool please,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pls book room today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora hey aurora,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hotel policy pls,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde room list please tonight,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora hello lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you how much is room ngayon,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls prce room tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede may cabin ba tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pde reserve room today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
hey aurora please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora hello there po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
room for 4 guests lang,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
can you map location ngayon,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
room price po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you check in time po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hello aurora hello again please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora yo aurora pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora do you have suite pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
something random,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora late checkout today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
can you deluxe price,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede random question tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde hello po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora gym available,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
booking steps today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please how to book today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede budget room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you book room tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please room suggestion please please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
magkano per night,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde good afternoon pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
where is aurora pls,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls hey aurora today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
suggest room tonight,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
pde rooom price tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please what amenities tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please amenities list tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede room typess tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
aurora price per night pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
extra bed request today,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
hey aurora may villa ba,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
near airport please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pls cheapest room please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hey aurora cheap room suggestion please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora hm room pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
may rooms ba kayo pls,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
hello aurora tell me more tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
what if aliens visit please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
good evening please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pls how do i reserve ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
how to book please,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please room preference,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
parking available ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
how to book,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pls hi today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please room for family please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora room price po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you good evening,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora po,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora show me rooms po,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you may wifi ba po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede where is aurora lang,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
book room today,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
can you what rooms do you have today,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
pls kamusta today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
something random tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pls is pool free tonight,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede how much is room tomorrow,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please budget room pls,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede hi assistant today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hello aurora room price tonight,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pls paano mag reserve ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please hi po tonight,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
please amenities list po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please check in time po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde i dont understand today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
price per night,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
can you booking steps tomorrow,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
location of hotel pls,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora i dont understand,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora magkano room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pde good day tomorrow,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde how to get there today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
hey aurora ano ibig sabihin tonight,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde what if aliens visit today,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
aurora hey aurora pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
